0,34.78,35.50,275,0
0,34.72,35.28,275,0
0,34.83,30.28,275,0
0,34.83,30.28,277,0
0,34.67,35.41,277,0
0,34.67,35.41,275,0
0,34.74,35.48,275,0
0,34.74,35.48,275,0
0,34.62,35.55,275,0
0,34.60,27.72,275,0
0,34.60,27.72,276,0
0,34.69,35.55,277,0
0,34.74,35.50,277,0
0,34.74,35.40,275,0
0,34.74,35.40,275,0
0,34.71,34.67,276,0
0,34.74,35.48,275,0
0,34.67,34.48,275,0
0,34.67,34.48,277,0
8,34.71,35.48,277,0
8,34.83,35.50,276,0
8,34.62,35.48,275,0
8,34.69,32.67,275,0
8,34.69,32.67,275,0
8,34.76,35.48,275,0
9,34.76,35.48,275,0
9,34.67,35.31,276,0
9,34.67,35.31,276,0
9,34.74,33.74,276,0
9,34.71,30.12,275,0
9,34.71,30.12,275,0
9,34.76,35.48,276,0
9,34.71,35.48,276,0
9,34.74,35.48,276,0
9,34.74,35.48,275,0
9,34.72,35.48,275,0
9,34.78,35.48,275,0
9,34.72,35.48,274,0
9,34.72,35.48,274,0
9,34.72,35.48,273,0
9,34.67,35.48,273,0
9,34.66,28.12,274,0
9,34.72,35.48,273,0
9,34.72,35.48,273,0
9,34.72,34.02,273,0
9,34.72,34.02,273,0
9,34.64,33.72,273,0
9,34.64,33.72,272,0
9,34.60,34.78,272,0
9,34.48,35.57,272,0
9,34.48,35.57,272,0
9,34.40,35.62,271,0
9,34.67,35.76,269,0
9,34.52,30.48,269,0
9,34.52,30.48,268,0
9,34.48,35.76,268,0
9,34.52,35.76,266,0
9,34.64,35.83,263,0
9,34.64,35.83,263,0
9,34.62,36.03,261,0
9,34.53,35.97,261,0
9,34.10,36.19,260,0
9,34.59,36.10,258,0
9,34.59,36.10,258,0
9,34.59,36.24,257,0
9,34.59,36.24,257,0
9,35.05,36.31,252,0
9,35.05,36.31,252,0
9,36.09,36.38,248,0
9,34.81,35.53,248,0
9,34.81,35.53,245,0
9,35.79,36.45,243,0
9,36.59,36.50,243,0
9,36.71,36.52,239,0
9,36.71,36.52,237,10
9,46.88,36.38,237,10
9,35.29,36.31,233,10
9,35.36,34.38,230,10
9,35.36,34.38,230,10
9,35.62,36.45,225,10
9,35.71,35.59,225,10
9,41.53,35.24,214,10
9,35.12,34.36,214,10
9,35.12,34.36,207,10
9,34.90,37.34,207,10
9,34.90,37.34,200,10
9,34.14,37.97,200,10
9,34.14,37.97,192,10
9,34.31,33.86,192,10
9,33.98,38.79,186,20
9,33.98,38.79,186,20
9,33.41,39.43,184,20
9,33.16,40.24,183,20
9,32.62,41.07,183,30
9,32.62,41.07,183,30
9,31.52,42.16,168,30
9,35.95,41.12,168,40
9,29.29,45.47,156,40
9,29.29,45.47,156,40
9,28.45,47.69,151,45
9,27.29,44.36,151,45
9,26.78,48.97,77,45
9,26.66,48.97,72,45
9,26.66,218.34,70,45
9,30.29,81.36,70,45
9,30.29,81.36,68,45
9,27.88,86.60,66,45
9,27.88,86.60,66,45
9,29.74,94.45,65,45
9,31.36,94.45,65,45
9,31.36,168.84,64,45
9,1033.84,167.53,64,45
9,1033.84,166.48,64,45
9,1033.84,166.48,64,45
9,1033.88,165.95,63,45
9,1033.88,165.95,63,45
9,1033.95,165.21,63,45
9,1033.95,183.97,64,45
9,1033.95,183.97,64,45
9,1033.83,166.59,64,45
9,1033.83,164.84,66,45
9,1033.91,77.38,68,45
9,43.52,77.38,68,45
9,43.52,41.55,72,45
9,45.29,37.76,72,45
9,129.59,37.76,76,45
9,44.43,33.83,82,45
9,44.03,33.83,82,45
9,44.03,32.47,82,45
9,44.31,32.47,87,45
9,44.31,31.28,87,45
9,45.69,30.67,87,45
9,45.69,29.91,87,45
9,45.83,29.21,87,45
9,45.78,29.21,87,45
9,45.78,28.95,87,45
9,45.45,29.02,369,45
9,46.45,28.74,369,45
9,46.09,28.74,102,45
9,46.09,28.74,102,0
9,45.22,29.48,101,0
9,45.53,30.45,96,0
9,45.79,30.45,96,0
9,45.79,31.02,91,0
9,47.74,31.28,91,0
9,43.98,31.28,91,0
9,43.79,31.34,86,0
9,43.83,31.34,86,0
9,43.83,32.31,80,0
0,43.31,32.31,80,0
0,43.31,32.76,80,0
0,42.31,33.07,72,0
0,42.31,33.90,65,0
0,42.10,34.19,65,0
0,42.43,34.19,65,0
0,42.43,34.17,62,0
0,42.52,37.07,62,0
0,42.40,34.40,55,0
0,42.40,34.40,55,0
0,42.40,34.38,55,0
0,42.38,34.45,55,0
0,42.29,34.38,55,0
0,42.21,34.38,55,0
0,42.21,34.38,55,0
0,42.24,33.86,55,0
0,42.19,33.86,55,0
0,42.31,34.53,61,0
0,42.09,34.53,61,0
0,33.88,36.74,265,0
0,33.88,36.74,264,0
0,33.88,36.72,263,0
0,33.90,36.72,263,0
0,33.88,36.72,265,0
0,33.88,36.48,265,0
0,33.90,36.48,264,0
0,33.90,36.72,264,0
0,33.52,36.79,264,0
0,33.52,36.72,265,0
0,33.90,36.72,265,0
0,33.88,36.83,264,0
0,33.90,36.72,263,0
0,33.88,36.72,263,0
0,33.88,36.72,264,0
0,33.88,36.72,264,0
0,33.88,36.79,264,0
0,33.88,36.72,263,0
8,33.88,36.79,263,0
8,33.90,36.79,265,0
8,33.90,36.79,265,0
8,33.90,36.79,263,0
9,33.88,36.72,264,0
9,33.91,36.72,264,0
9,33.88,36.79,263,0
9,33.88,36.72,263,0
9,33.88,36.72,263,0
9,33.86,36.79,263,0
9,33.83,36.86,263,0
9,33.83,36.86,262,0
9,33.84,36.86,262,0
9,33.76,36.95,262,0
9,33.72,36.91,261,0
9,33.69,37.00,261,0
9,33.69,37.00,261,0
9,33.74,37.16,261,0
9,33.74,37.21,259,0
9,33.53,37.33,258,0
9,33.53,37.33,258,0
9,33.57,37.33,256,0
9,33.38,37.62,256,0
9,33.38,37.62,256,0
9,33.29,37.76,253,0
9,33.62,37.76,253,0
9,33.64,37.97,250,0
9,33.64,38.17,250,0
9,33.09,38.17,246,0
9,33.26,38.45,243,0
9,34.16,38.59,243,0
9,34.16,38.72,240,0
9,35.60,38.72,240,0
9,35.66,39.07,236,0
9,33.79,39.14,231,0
9,32.47,39.41,231,0
9,32.47,39.41,226,0
9,32.31,39.62,226,0
9,32.31,39.83,222,0
9,32.52,40.03,218,0
9,32.52,40.24,218,0
9,31.98,40.24,213,0
9,31.88,40.31,213,0
9,31.88,40.31,208,0
9,31.69,40.72,202,0
9,31.50,40.72,202,0
9,31.02,41.00,197,0
9,31.02,41.16,197,10
9,31.02,41.16,192,10
9,31.17,43.83,188,10
9,30.98,41.95,188,20
9,30.98,42.38,181,20
9,30.64,42.38,181,20
9,30.45,42.84,167,30
9,29.69,43.74,167,30
9,28.72,45.00,167,30
9,28.72,45.00,161,40
9,23.55,46.50,161,40
9,23.55,48.14,165,40
9,25.79,49.93,152,40
9,25.79,52.50,152,45
9,24.93,52.50,76,45
9,24.86,54.98,76,45
9,24.86,54.98,72,45
9,25.33,82.95,69,45
9,26.36,82.95,69,45
9,26.62,84.05,68,45
9,26.62,84.05,65,45
9,27.21,87.43,65,45
9,31.03,90.74,64,45
9,31.03,158.17,62,45
9,1033.95,158.17,62,45
9,1033.95,168.28,62,45
9,1033.95,168.28,62,45
9,1033.88,165.95,61,45
9,1033.88,165.95,61,45
9,1033.97,147.97,61,45
9,1033.97,147.97,61,45
9,1033.97,165.81,55,45
9,1039.52,165.67,61,45
9,1033.88,165.67,61,45
9,1033.88,166.43,61,45
9,302.84,167.53,63,45
9,302.84,167.53,63,45
9,263.57,168.84,63,45
